企業名,日経業種コード,日経業種名（漢字）,日経業種名（英文）,日経業種大分類,日経業種中分類,日経業種小分類,東証業種コード,東証業種名（漢字）,東証業種名（英文）,日本標準産業分類（１）,日本標準産業分類（２）,日本標準産業分類（３）
福井コンピュータホールディング,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003911,000003913,000005432
科研製薬,109082,医家向医薬品,Ethical Drugs,1,09,082,3250,医薬品,Pharmaceutical,000001651,000000000,000000000
稲畑産業,243426,化学商社,Wholesale - Chemicals,2,43,426,6050,卸売業,Wholesale Trade,000005329,000005521,000000000
積水化学工業,107065,合成樹脂,Plastics,1,07,065,3200,化学,Chemicals,000001812,000001823,000001833
積水化成品工業,107065,合成樹脂,Plastics,1,07,065,3200,化学,Chemicals,000001841,000001842,000000000
積水樹脂,107065,合成樹脂,Plastics,1,07,065,3200,化学,Chemicals,000001833,000001815,000000000
空港施設,253521,賃貸,Real Estate - Rental,2,53,521,8050,不動産業,Real Estate,000006911,000000000,000000000
立花エレテック,243428,電機関連商社,Wholesale - Electric Goods,2,43,428,6050,卸売業,Wholesale Trade,000005432,000005419,000000000
第一三共,109081,大手医薬品,Drugs (Major),1,09,081,3250,医薬品,Pharmaceutical,000001651,000001692,000000000
第一実業,243425,機械金属商社,Wholesale - Machinery &   Metals,2,43,425,6050,卸売業,Wholesale Trade,000005419,000005331,000005432
第一工業製薬,107067,油脂・洗剤,"Oils, Fats & Soap",1,07,067,3200,化学,Chemicals,000001643,000001642,000000000
第一稀元素化学工業,107071,その他化学,"Chemical Products, NEC",1,07,071,3200,化学,Chemicals,000001629,000000000,000000000
第一興商,243429,その他商社,Miscellaneous Wholesales,2,43,429,6050,卸売業,Wholesale Trade,000007099,000008069,000000000
綜合警備保障,271704,その他サービス業,Miscellaneous Services,2,71,704,9050,サービス業,Services,000009231,000000000,000000000
群栄化学工業,107065,合成樹脂,Plastics,1,07,065,3200,化学,Chemicals,000001635,000000000,000000000
能美防災,123229,その他電気機器,"Electric Equipment, NEC",1,23,229,3650,電気機器,Electric Appliances,000003019,000002591,000000000
芝浦メカトロニクス,123229,その他電気機器,"Electric Equipment, NEC",1,23,229,3650,電気機器,Electric Appliances,000002911,000002664,000002729
芝浦機械,121201,工作機械,Machine Tools,1,21,201,3600,機械,Machinery,000002661,000002653,000000000
芦森工業,127262,自動車部品,Auto Parts & Accessories,1,27,262,3700,輸送用機器,Transport Equipment,000003113,000001199,000001932
若築建設,241403,土木・道路・浚渫,Civil Engineering,2,41,403,2050,建設業,Construction,000000621,000000623,000000000
荒川化学工業,107071,その他化学,"Chemical Products, NEC",1,07,071,3200,化学,Chemicals,000001699,000001645,000001644
菱電商事,243428,電機関連商社,Wholesale - Electric Goods,2,43,428,6050,卸売業,Wholesale Trade,000005432,000000000,000000000
萩原電気ホールディングス,243428,電機関連商社,Wholesale - Electric Goods,2,43,428,6050,卸売業,Wholesale Trade,000005432,000000000,000000000
蔵王産業,243425,機械金属商社,Wholesale - Machinery &   Metals,2,43,425,6050,卸売業,Wholesale Trade,000005419,000000000,000000000
藤倉コンポジット,113122,その他ゴム製品,"Rubber Products, NEC",1,13,122,3350,ゴム製品,Rubber Products,000001933,000001991,000001921
藤倉化成,107069,塗料・インキ,Paint & Printing Inks,1,07,069,3200,化学,Chemicals,000001644,000000000,000000000
藤森工業,107065,合成樹脂,Plastics,1,07,065,3200,化学,Chemicals,000001841,000000000,000000000
虹技,117165,鋳鍛鋼,Iron & Steel Foundries,1,17,165,3450,鉄鋼,Iron & Steel,000002251,000000000,000000000
蝶理,243424,繊維商社,Wholesale - Fabrics & Apparel,2,43,424,6050,卸売業,Wholesale Trade,000005113,000005329,000000000
西日本旅客鉄道,255541,大手私鉄,Railroad (Major),2,55,541,5050,陸運業,Land Transportation,000004211,000000000,000000000
西日本鉄道,255541,大手私鉄,Railroad (Major),2,55,541,5050,陸運業,Land Transportation,000004311,000004211,000000000
西松建設,241402,中堅建設,Other General Construction,2,41,402,2050,建設業,Construction,000000611,000000000,000000000
西華産業,243425,機械金属商社,Wholesale - Machinery &   Metals,2,43,425,6050,卸売業,Wholesale Trade,000005432,000000000,000000000
西部ガスホールディングス,269681,ガス,Utilities - Gas,2,69,681,4050,電気・ガス業,Electric Power & Gas,000003400,000000000,000000000
豊田合成,127262,自動車部品,Auto Parts & Accessories,1,27,262,3700,輸送用機器,Transport Equipment,000003113,000000000,000000000
近畿車両,129281,車両,Railroad Equipment,1,29,281,3700,輸送用機器,Transport Equipment,000003121,000002443,000000000
近鉄グループホールディングス,255541,大手私鉄,Railroad (Major),2,55,541,5050,陸運業,Land Transportation,000004211,000006812,000004311
進学会ホールディングス,271704,その他サービス業,Miscellaneous Services,2,71,704,9050,サービス業,Services,000008172,000000000,000000000
遠藤照明,123229,その他電気機器,"Electric Equipment, NEC",1,23,229,3650,電気機器,Electric Appliances,000002942,000000000,000000000
都築電気,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003911,000004013,000005432
酉島製作所,121206,化工機械,Special Industrial Machcnes,1,21,206,3600,機械,Machinery,000002521,000000000,000000000
酒井重工業,121204,運搬機・建設機械・内燃機,Construction Machines,1,21,204,3600,機械,Machinery,000002621,000002596,000000000
野村マイクロ・サイエンス,121210,その他機械,"Machinery, NEC",1,21,210,3600,機械,Machinery,000002652,000000841,000000000
野村不動産ホールディングス,253522,分譲,Real Estate - Sales,2,53,522,8050,不動産業,Real Estate,000006811,000006812,000006912
野村総合研究所,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003911,000003921,000007281
鉄建建設,241402,中堅建設,Other General Construction,2,41,402,2050,建設業,Construction,000000621,000000611,000000000
銭高組,241402,中堅建設,Other General Construction,2,41,402,2050,建設業,Construction,000000641,000000611,000000000
長瀬産業,243426,化学商社,Wholesale - Chemicals,2,43,426,6050,卸売業,Wholesale Trade,000005322,000005329,000000000
長谷工コーポレーション,241402,中堅建設,Other General Construction,2,41,402,2050,建設業,Construction,000000641,000000000,000000000
長野計器,131303,計器・その他,"Measuring Devices, NEC",1,31,303,3750,精密機器,Precision Instruments,000002733,000000000,000000000
関東電化工業,107063,塩素・ソーダ,Alkali & Chlorine,1,07,063,3200,化学,Chemicals,000001621,000001639,000000000
関西スーパーマーケット,245442,スーパー,Supermarket Chains,2,45,442,6100,小売業,Retail Trade,000005811,000000000,000000000
関西ペイント,107069,塗料・インキ,Paint & Printing Inks,1,07,069,3200,化学,Chemicals,000001644,000000000,000000000
関電工,241404,電設工事,Electric Plant Construction,2,41,404,2050,建設業,Construction,000000811,000000000,000000000
阪和興業,243425,機械金属商社,Wholesale - Machinery &   Metals,2,43,425,6050,卸売業,Wholesale Trade,000005342,000005419,000005331
阪急阪神ホールディングス,255541,大手私鉄,Railroad (Major),2,55,541,5050,陸運業,Land Transportation,000004211,000006911,000007511
電気興業,123224,通信機（含通信機部品）,Communication Equipment,1,23,224,3650,電気機器,Electric Appliances,000003013,000002969,000000000
電源開発,267661,電力,Utilities - Electric,2,67,661,4050,電気・ガス業,Electric Power & Gas,000003311,000000000,000000000
電算,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003911,000003921,000000000
青山商事,245444,その他小売業,"Retail Stores, NEC",2,45,444,6100,小売業,Retail Trade,000005721,000000000,000000000
飛島建設,241402,中堅建設,Other General Construction,2,41,402,2050,建設業,Construction,000000621,000000611,000000000
飯野海運,259583,外航・その他,"Shipping - Foreign, NEC",2,59,583,5100,海運業,Marine Transportation,000004512,000004541,000000000
養命酒製造,101005,酒類,Breweries & Distilleries,1,01,005,3050,食料品,Foods,000001024,000000000,000000000
駒井ハルテック,119185,鉄骨・鉄塔・橋梁,Fabricated Metal Products,1,19,185,3550,金属製品,Metal Products,000002441,000000000,000000000
高圧ガス工業,107066,酸素,Oxygen,1,07,066,3200,化学,Chemicals,000001623,000000000,000000000
高島,243427,建材商社,Wholesale - Lumber & Building  Materials,2,43,427,6050,卸売業,Wholesale Trade,000005311,000005319,000000000
高松コンストラクショングループ,241405,住宅,Home & Pre-Fabs,2,41,405,2050,建設業,Construction,000000611,000000000,000000000
高田機工,119185,鉄骨・鉄塔・橋梁,Fabricated Metal Products,1,19,185,3550,金属製品,Metal Products,000002429,000000000,000000000
高砂熱学工業,241406,その他建設,Special Constructions,2,41,406,2050,建設業,Construction,000000831,000000000,000000000
高砂香料工業,107068,化粧品・歯磨,Cosmetics & Toilet Goods,1,07,068,3200,化学,Chemicals,000001693,000000000,000000000
高速,243429,その他商社,Miscellaneous Wholesales,2,43,429,6050,卸売業,Wholesale Trade,000005322,000005532,000005512
魚力,245444,その他小売業,"Retail Stores, NEC",2,45,444,6100,小売業,Retail Trade,000005841,000005895,000000000
鶴見製作所,121206,化工機械,Special Industrial Machcnes,1,21,206,3600,機械,Machinery,000002521,000005432,000002599
鹿島,241401,大手建設,General Construction (Major),2,41,401,2050,建設業,Construction,000000641,000000611,000000000
黒崎播磨,115145,耐火煉瓦,Bricks,1,15,145,3400,ガラス・土石製品,Glass & Ceramics Products,000002151,000000000,000000000
ＡＤＥＫＡ,107071,その他化学,"Chemical Products, NEC",1,07,071,3200,化学,Chemicals,000000982,000001641,000001621
ＡＮＡホールディングス,261601,空運,Air Transportation,2,61,601,5150,空運業,Air Transportation,000004611,000000000,000000000
ＡＯＫＩホールディングス,245444,その他小売業,"Retail Stores, NEC",2,45,444,6100,小売業,Retail Trade,000005721,000000000,000000000
ＣＤＧ,271704,その他サービス業,Miscellaneous Services,2,71,704,9050,サービス業,Services,000004151,000000000,000000000
ＣＫサンエツ,119186,その他金属製品,"Metal Products, NEC",1,19,186,3500,非鉄金属,Nonferrous Metals,000002311,000005352,000000000
ＣＫＤ,121201,工作機械,Machine Tools,1,21,201,3600,機械,Machinery,000002645,000002592,000000000
ＣＯＴＡ,107068,化粧品・歯磨,Cosmetics & Toilet Goods,1,07,068,3200,化学,Chemicals,000001662,000000000,000000000
ＤＭ三井製糖ホールディングス,101002,砂糖,Sugar Refining,1,01,002,3050,食料品,Foods,000000952,000000000,000000000
ＤＯＷＡホールディングス,119181,大手精錬,Non-Ferrous Refining (Major),1,19,181,3500,非鉄金属,Nonferrous Metals,000002311,000002312,000002319
ＤＴＳ,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003911,000003913,000000000
ＥＩＺＯ,123223,家庭電器（含音響機器）,Household Appliances,1,23,223,3650,電気機器,Electric Appliances,000003031,000000000,000000000
ＦＵＪＩ,121201,工作機械,Machine Tools,1,21,201,3600,機械,Machinery,000002694,000002661,000000000
Ｇ－７ホールディングス,245444,その他小売業,"Retail Stores, NEC",2,45,444,6100,小売業,Retail Trade,000005913,000000000,000000000
ＧＭＢ,127262,自動車部品,Auto Parts & Accessories,1,27,262,3700,輸送用機器,Transport Equipment,000003113,000000000,000000000
ＧＳＩクレオス,243424,繊維商社,Wholesale - Fabrics & Apparel,2,43,424,6050,卸売業,Wholesale Trade,000005112,000005111,000005311
Ｈ．Ｕ．グループホールディング,271704,その他サービス業,Miscellaneous Services,2,71,704,9050,サービス業,Services,000008369,000001652,000000000
ＩＤホールディングス,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003911,000003921,000000000
ＩＤＥＣ,123226,制御機器,Electric Industrial Controls,1,23,226,3650,電気機器,Electric Appliances,000002914,000000000,000000000
ＩＨＩ,121210,その他機械,"Machinery, NEC",1,21,210,3600,機械,Machinery,000003131,000003199,000002652
ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000004169,000004111,000004112
Ｊ－オイルミルズ,101004,食油,Vegetable Oils,1,01,004,3050,食料品,Foods,000000981,000000000,000000000
ＪＡＬＵＸ,243429,その他商社,Miscellaneous Wholesales,2,43,429,6050,卸売業,Wholesale Trade,000005599,000005699,000000000
ＪＢＣＣホールディングス,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003911,000003921,000005432
ＪＣＲファーマ,109082,医家向医薬品,Ethical Drugs,1,09,082,3250,医薬品,Pharmaceutical,000001651,000001652,000000000
ＪＣＵ,107071,その他化学,"Chemical Products, NEC",1,07,071,3200,化学,Chemicals,000001629,000002652,000000000
ＪＦＥホールディングス,117161,銑鋼一貫,Iron & Steel (Major),1,17,161,3450,鉄鋼,Iron & Steel,000002211,000002221,000000000
ＪＫホールディングス,243427,建材商社,Wholesale - Lumber & Building  Materials,2,43,427,6050,卸売業,Wholesale Trade,000005311,000000000,000000000
ＪＭＳ,131303,計器・その他,"Measuring Devices, NEC",1,31,303,3750,精密機器,Precision Instruments,000002741,000000000,000000000
ＪＰホールディングス,271704,その他サービス業,Miscellaneous Services,2,71,704,9050,サービス業,Services,000008531,000009299,000000000
ＪＳＰ,107065,合成樹脂,Plastics,1,07,065,3200,化学,Chemicals,000001635,000000000,000000000
ＪＳＲ,107071,その他化学,"Chemical Products, NEC",1,07,071,3200,化学,Chemicals,000001636,000000000,000000000
ＫＩＭＯＴＯ,107071,その他化学,"Chemical Products, NEC",1,07,071,3200,化学,Chemicals,000001695,000001821,000000000
ＫＯＡ,123225,電子部品,Electronic Components,1,23,225,3650,電気機器,Electric Appliances,000002899,000002814,000000000
ＫＹＢ,127262,自動車部品,Auto Parts & Accessories,1,27,262,3700,輸送用機器,Transport Equipment,000003113,000002523,000000000
ＬＩＸＩＬ,119183,アルミ（含ダイカスト）,Aluminum,1,19,183,3550,金属製品,Metal Products,000002443,000000000,000000000
ＭＡＲＵＷＡ,115146,カーボン・その他,"Carbon, NEC",1,15,146,3400,ガラス・土石製品,Glass & Ceramics Products,000002199,000000000,000000000
ＭＵＴＯＨホールディングス,123229,その他電気機器,"Electric Equipment, NEC",1,23,229,3650,電気機器,Electric Appliances,000003269,000003031,000000000
ＮＥＣ,123224,通信機（含通信機部品）,Communication Equipment,1,23,224,3650,電気機器,Electric Appliances,000003011,000003031,000000000
ＮＥＣネッツエスアイ,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003911,000003921,000000000
ＮＩＰＰＯ,241403,土木・道路・浚渫,Civil Engineering,2,41,403,2050,建設業,Construction,000000631,000000000,000000000
ＮＯＫ,127262,自動車部品,Auto Parts & Accessories,1,27,262,3700,輸送用機器,Transport Equipment,000003113,000002899,000000000
ＮＳユナイテッド海運,259583,外航・その他,"Shipping - Foreign, NEC",2,59,583,5100,海運業,Marine Transportation,000004512,000004541,000000000
ＮＳＤ,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003921,000000000,000000000
ＮＴＮ,121208,軸受,Bearings,1,21,208,3600,機械,Machinery,000003113,000002594,000002599
ＯＤＫソリューションズ,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003921,000003911,000000000
ＯＫＩ,123224,通信機（含通信機部品）,Communication Equipment,1,23,224,3650,電気機器,Electric Appliances,000003031,000003011,000002899
ＰＡＬＴＡＣ,243426,化学商社,Wholesale - Chemicals,2,43,426,6050,卸売業,Wholesale Trade,000005523,000005521,000005599
ＳＡＮＫＹＯ,121210,その他機械,"Machinery, NEC",1,21,210,3600,機械,Machinery,000002729,000000000,000000000
ＳＢテクノロジー,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003929,000006119,000000000
ＳＣＲＥＥＮホールディングス,123226,制御機器,Electric Industrial Controls,1,23,226,3650,電気機器,Electric Appliances,000002735,000002752,000000000
ＳＣＳＫ,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003921,000003911,000003913
ＳＭＣ,121210,その他機械,"Machinery, NEC",1,21,210,3600,機械,Machinery,000002592,000002523,000002652
ＳＭＫ,123224,通信機（含通信機部品）,Communication Equipment,1,23,224,3650,電気機器,Electric Appliances,000002859,000000000,000000000
ＳＰＫ,243429,その他商社,Miscellaneous Wholesales,2,43,429,6050,卸売業,Wholesale Trade,000005422,000000000,000000000
ＳＲＡホールディングス,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003911,000005432,000000000
ＳＲＳホールディングス,271704,その他サービス業,Miscellaneous Services,2,71,704,6100,小売業,Retail Trade,000007611,000000000,000000000
ＳＵＢＡＲＵ,127261,自動車,Motor Vehicles,1,27,261,3700,輸送用機器,Transport Equipment,000003111,000000000,000000000
Ｔ＆Ｋ　ＴＯＫＡ,107069,塗料・インキ,Paint & Printing Inks,1,07,069,3200,化学,Chemicals,000001645,000000000,000000000
ＴＡＣ,271704,その他サービス業,Miscellaneous Services,2,71,704,9050,サービス業,Services,000007299,000008219,000000000
ＴＢＫ,127262,自動車部品,Auto Parts & Accessories,1,27,262,3700,輸送用機器,Transport Equipment,000003113,000002521,000000000
ＴＢＳホールディングス,265641,通信,Communication Services,2,65,641,5250,情報・通信業,Information & Communication,000003821,000003822,000000000
ＴＤＣソフト,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003911,000003913,000000000
ＴＤＫ,123225,電子部品,Electronic Components,1,23,225,3650,電気機器,Electric Appliances,000003296,000002899,000000000
ＴＩＳ,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003911,000003913,000003922
ＴＯＡ,123223,家庭電器（含音響機器）,Household Appliances,1,23,223,3650,電気機器,Electric Appliances,000003023,000000000,000000000
ＴＯＴＯ,115144,陶器,Pottery & Related Products,1,15,144,3400,ガラス・土石製品,Glass & Ceramics Products,000002141,000002592,000002199
ＴＯＷＡ,121210,その他機械,"Machinery, NEC",1,21,210,3600,機械,Machinery,000002596,000002692,000000000
ＴＰＲ,121208,軸受,Bearings,1,21,208,3600,機械,Machinery,000002595,000003113,000000000
ＴＹＫ,115145,耐火煉瓦,Bricks,1,15,145,3400,ガラス・土石製品,Glass & Ceramics Products,000002151,000002159,000000000
ＵＡＣＪ,119183,アルミ（含ダイカスト）,Aluminum,1,19,183,3500,非鉄金属,Nonferrous Metals,000002332,000000000,000000000
ＶＴホールディングス,243422,自動車販売,Auto Wholesales & Dealers,2,43,422,6100,小売業,Retail Trade,000005911,000005912,000005913
ＷＤＢホールディングス,271704,その他サービス業,Miscellaneous Services,2,71,704,9050,サービス業,Services,000009111,000009299,000000000
ＷＯＷＯＷ,265641,通信,Communication Services,2,65,641,5250,情報・通信業,Information & Communication,000003821,000003731,000000000
ＺＯＺＯ,245444,その他小売業,"Retail Stores, NEC",2,45,444,6100,小売業,Retail Trade,000005731,000005721,000000000
ｅＢＡＳＥ,271704,その他サービス業,Miscellaneous Services,2,71,704,5250,情報・通信業,Information & Communication,000003913,000000000,000000000
